Order,Level,Code,Parent,Code_comm,Parent,Description_complex,Description
1659852,4,732490000080,732400000080,7324.9,73.24,"- Other, including parts","Sanitary ware, incl. parts thereof (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings, complete sinks and washbasins, of stainless steel, complete baths and fittings)"
1659853,3,732500000080,730021000090,73.25,73,Other cast articles of iron or steel,"Articles of iron or steel, cast, n.e.s."
1659854,4,732510000080,732500000080,7325.1,73.25,- Of non-malleable cast iron,"Articles of non-malleable cast iron, n.e.s."
1659855,4,732591000010,732500000080,,73.25,- Other,
1659856,5,732591000080,732591000010,7325.91,,-- Grinding balls and similar articles for mills,"Grinding balls and similar articles for mills, cast (excl. such articles of non-malleable cast iron)"
1659857,5,732599000080,732591000010,7325.99,,-- Other,"Cast articles of iron or steel, n.e.s. (excl. articles of non-malleable cast iron, and grinding balls and similar articles for mills)"
1659858,3,732600000080,730021000090,73.26,73,Other articles of iron or steel,"Articles of iron or steel, n.e.s. (excl. cast articles)"
1659859,4,732611000010,732600000080,,73.26,"- Forged or stamped, but not further worked",
1659860,5,732611000080,732611000010,7326.11,,-- Grinding balls and similar articles for mills,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked"
1659861,5,732619000080,732611000010,7326.19,,-- Other,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)"
1659862,4,732620000080,732600000080,7326.2,73.26,- Articles of iron or steel wire,"Articles of iron or steel wire, n.e.s."
1659863,4,732690000080,732600000080,7326.9,73.26,- Other,"Articles of iron or steel, n.e.s. (excl. cast articles or articles of iron or steel wire)"
1659864,2,740021000090,720011000090,74,XV,CHAPTER 74 - COPPER AND ARTICLES THEREOF,COPPER AND ARTICLES THEREOF
1659865,3,740100000080,740021000090,7401,74,Copper mattes; cement copper (precipitated copper),"Copper mattes; cement copper ""precipitated copper"""
1659866,3,740200000080,740021000090,7402,74,Unrefined copper; copper anodes for electrolytic refining,"Copper, unrefined; copper anodes for electrolytic refining"
1659867,3,740300000080,740021000090,74.03,74,"Refined copper and copper alloys, unwrought","Copper, refined, and copper alloys, unwrought (excl. copper alloys of heading 7405)"
1659868,4,740311000010,740300000080,,74.03,- Refined copper,
1659869,5,740311000080,740311000010,7403.11,,-- Cathodes and sections of cathodes,"Copper, refined, in the form of cathodes and sections of cathodes"
1659870,5,740312000080,740311000010,7403.12,,-- Wire-bars,"Copper, refined, in the form of wire-bars"
1659871,5,740313000080,740311000010,7403.13,,-- Billets,"Copper, refined, in the form of billets"
1659872,5,740319000080,740311000010,7403.19,,-- Other,"Copper, refined, unwrought (excl. copper in the form of billets, wire-bars, cathodes and sections of cathodes)"
1659873,4,740321000010,740300000080,,74.03,- Copper alloys,
1659874,5,740321000080,740321000010,7403.21,,-- Copper-zinc base alloys (brass),"Copper-zinc base alloys ""brass"" unwrought"
1659875,5,740322000080,740321000010,7403.22,,-- Copper-tin base alloys (bronze),"Copper-tin base alloys ""bronze"" unwrought"
1659876,5,740329000080,740321000010,7403.29,,-- Other copper alloys (other than master alloys of heading 7405),"Copper alloys unwrought (excl. copper-zinc base alloys ""brass"", copper-zinc base alloys ""bronze"", and copper master alloys of heading 7405)"
1659877,3,740400000080,740021000090,7404,74,Copper waste and scrap,"Waste and scrap, of copper (excl. ingots or other similar unwrought shapes, of remelted copper waste and scrap, ashes and residues containing copper, and waste and scrap of primary cells, primary batteries and electric accumulators)"
1659878,3,740500000080,740021000090,7405,74,Master alloys of copper,"Master alloys of copper (excl. phosphorus-copper compounds ""copper phosphide"" containing by weight > 15% phosphorus)"
1659879,3,740600000080,740021000090,74.06,74,Copper powders and flakes,"Powders and flakes, of copper (excl. grains of copper and spangles of heading 8308)"
1659880,4,740610000080,740600000080,7406.1,74.06,- Powders of non-lamellar structure,"Copper powders, of non-lamellar structure (excl. grains of copper)"
1659881,4,740620000080,740600000080,7406.2,74.06,- Powders of lamellar structure; flakes,"Copper powders, of lamellar structure, and flakes of copper (excl. grains of copper and spangles of heading 8308)"
1659882,3,740700000080,740021000090,74.07,74,"Copper bars, rods and profiles","Bars, rods and profiles, of copper, n.e.s."
1659883,4,740710000080,740700000080,7407.1,74.07,- Of refined copper,"Bars, rods and profiles, of refined copper, n.e.s."
1659884,4,740721000010,740700000080,,74.07,- Of copper alloys,
1659885,5,740721000080,740721000010,7407.21,,-- Of copper-zinc base alloys (brass),"Bars, rods and profiles, of copper-zinc base alloys ""brass"", n.e.s."
1659886,5,740729000080,740721000010,7407.29,,-- Other,"Bars, rods and profiles of copper alloys, n.e.s. (excl. such articles of copper-zinc base alloys ""brass"")"
1659887,3,740800000080,740021000090,74.08,74,Copper wire,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)"
1659888,4,740811000010,740800000080,,74.08,- Of refined copper,
1659889,5,740811000080,740811000010,7408.11,,-- Of which the maximum cross-sectional dimension exceeds 6 mm,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm"
1659890,5,740819000080,740811000010,7408.19,,-- Other,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm"
1659891,4,740821000010,740800000080,,74.08,- Of copper alloys,
1659892,5,740821000080,740821000010,7408.21,,-- Of copper-zinc base alloys (brass),"Wire of copper-zinc base alloys ""brass"""
1659893,5,740822000080,740821000010,7408.22,,-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"Wire of copper-nickel alloys ""cupro-nickel"" or copper-nickel-zinc alloys ""nickel silver"""
1659894,5,740829000080,740821000010,7408.29,,-- Other,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] or copper-nickel-zinc alloys [nickel silver])"
1659895,3,740900000080,740021000090,74.09,74,"Copper plates, sheets and strip, of a thickness exceeding 0,15 mm","Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excl. expanded sheet and strip copper and electrically insulated strip)"
1659896,4,740911000010,740900000080,,74.09,- Of refined copper,
1659897,5,740911000080,740911000010,7409.11,,-- In coils,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)"
1659898,5,740919000080,740911000010,7409.19,,-- Other,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)"
1659899,4,740921000010,740900000080,,74.09,- Of copper-zinc base alloys (brass),
1659900,5,740921000080,740921000010,7409.21,,-- In coils,"Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)"
1659901,5,740929000080,740921000010,7409.29,,-- Other,"Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"
1659902,4,740931000010,740900000080,,74.09,- Of copper-tin base alloys (bronze),
1659903,5,740931000080,740931000010,7409.31,,-- In coils,"Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)"
1659904,5,740939000080,740931000010,7409.39,,-- Other,"Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"
1659905,4,740940000080,740900000080,7409.4,74.09,- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"Plates, sheets and strip, of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ""nickel silver"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)"
1659906,4,740990000080,740900000080,7409.9,74.09,- Of other copper alloys,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excl. copper-zinc base alloys ""brass"", copper-zinc base alloys ""bronze"", copper-nickel base alloys ""cupro-nickel"", copper-nickel-zinc base alloys ""nickel silver"", and expanded sheet and strip and electrically insulated strip)"
1659907,3,741000000080,740021000090,74.1,74,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,15 mm","Copper foil ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"
1659908,4,741011000010,741000000080,,74.1,- Not backed,
1659909,5,741011000080,741011000010,7410.11,,-- Of refined copper,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"
1659910,5,741012000080,741011000010,7410.12,,-- Of copper alloys,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"
1659911,4,741021000010,741000000080,,74.1,- Backed,
1659912,5,741021000080,741021000010,7410.21,,-- Of refined copper,"Refined copper foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)"
